# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/Manu/Braker3/braker.gtf" "-o" "/home/mabo3966/Genome_Analysis/Njaponicum_transcriptomics_heat_response/analyses/06_expression/FeatureCounts/Results/featurecounts_chr3.txt" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam
g1532	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1096465;1096465;1096465;1096759;1096759;1096759;1097728;1097728;1097728;1098411;1098411;1098411;1098903;1098903;1098903;1099214;1099214;1099214;1099571;1099571;1099571;1099989;1099989;1099989;1100378;1100455;1100455;1102130;1102535;1102535;1102649;1103257;1103257;1103596;1103596;1103818;1103818;1104810;1104810;1105125;1105125;1105346;1105346;1105692;1105692;1105874;1105874;1106065;1106065;1106322;1106322;1106616;1106616;1106779;1106779;1106937;1106937;1107230;1107230;1107879;1107879	1096661;1096661;1096661;1097514;1097514;1097514;1098067;1098067;1098067;1098691;1098691;1098691;1099047;1099047;1099047;1099381;1099381;1099381;1099729;1099729;1099729;1100191;1100191;1100191;1100387;1102085;1102204;1102204;1102614;1102561;1102663;1103448;1103448;1103622;1103622;1104134;1104134;1104906;1104906;1105228;1105228;1105411;1105411;1105758;1105758;1105951;1105951;1106100;1106100;1106378;1106378;1106677;1106677;1106821;1106821;1107034;1107034;1107448;1107448;1108002;1108002	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5691	2829	2497	2325	1157	743	1746
g1533	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1108200;1108318;1108530;1109003;1109474;1109669;1110016;1110365;1110397;1111375;1111375	1108228;1108324;1108616;1109060;1109564;1109823;1110111;1111213;1111213;1111733;1111733	+;+;+;+;+;+;+;+;+;+;+	1731	143	237	195	232	111	278
g1534	contig_41_pilon	1132118	1132318	-	201	0	0	0	7	0	6
g1535	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1132558;1133339;1134130;1134404;1134720;1139355	1132762;1133565;1134262;1134516;1134942;1139716	+;+;+;+;+;+	1263	332	364	323	428	240	520
g1536	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1140288;1140433;1140590;1141281;1141753;1141874	1140329;1140491;1140721;1141372;1141836;1142058	+;+;+;+;+;+	594	23	78	25	25	25	20
g1537	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1142498;1142498;1143087;1143087;1143827;1143827;1144285;1144285;1144588;1144588;1144925;1144925;1145279;1145279;1145925;1145934;1146487;1146487;1147340;1147340	1142921;1142921;1143269;1143269;1144029;1144029;1144404;1144404;1144755;1144755;1145057;1145057;1145529;1145529;1146273;1146273;1147242;1147242;1147536;1147536	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2784	313	512	430	253	197	350
g1538	contig_41_pilon	1151745	1152242	-	498	37	623	676	63	11	36
g1539	contig_41_pilon;contig_41_pilon	1152379;1152682	1152549;1152855	+;+	345	47	707	845	43	6	19
g1540	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1153934;1153934;1154359;1154359;1155477;1155477;1155734;1156133;1156580;1156885;1157386;1157836;1158443;1159376	1154264;1154264;1154981;1154981;1155647;1155678;1155798;1156189;1156640;1157162;1157559;1158024;1158517;1159450	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2130	705	447	747	532	328	846
g1541	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1159517;1159703;1161870;1161890;1162449;1162449;1162655;1163310;1163310;1163627;1163627;1163974;1163974;1164169;1164169;1164549;1164549;1164980;1164980;1165397;1165397;1165636;1165636;1165880;1165880;1166113;1166113	1159598;1159840;1162209;1162094;1162839;1162526;1162839;1163463;1163463;1163764;1163764;1164036;1164036;1164290;1164290;1164798;1164798;1165278;1165278;1165497;1165497;1165717;1165717;1165944;1165944;1166221;1166221	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2334	721	691	691	1611	1346	1568
g1542	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1167020;1167261;1167539;1167734;1168030;1168226;1168492;1168722;1169011;1169377	1167136;1167320;1167592;1167848;1168097;1168317;1168573;1168822;1169160;1169470	-;-;-;-;-;-;-;-;-;-	933	3491	2716	3461	815	819	1115
g1543	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1169504;1170200;1170518;1170838;1171062;1171489;1171988;1172316;1172590	1169555;1170245;1170608;1170947;1171272;1171807;1172013;1172461;1172704	-;-;-;-;-;-;-;-;-	1116	16	73	53	172	36	94
g1544	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1174191;1174348;1174851;1175261;1175681	1174250;1174675;1174948;1175403;1176422	-;-;-;-;-	1371	641	7923	8806	654	469	785
g1545	contig_41_pilon	1177256	1177828	+	573	36	101	127	38	31	57
g1546	contig_41_pilon	1195809	1196111	+	303	0	0	0	29	11	0
g1547	contig_41_pilon;contig_41_pilon;contig_41_pilon	1196574;1197656;1197893	1196732;1197738;1198031	-;-;-	381	0	9	19	104	61	17
g1548	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1199240;1199240;1199599;1199599;1200012;1200012;1200255;1200255;1200430;1200430;1200553;1200553;1200726;1200726;1201068;1201068	1199434;1199434;1199628;1199628;1200109;1200100;1200277;1200277;1200441;1200441;1200646;1200646;1200905;1200905;1201113;1201113	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	678	66	88	89	218	229	145
g1549	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1203128;1203689;1204269;1204312;1204555;1204653;1204782;1205648;1206154;1206440	1203159;1203930;1204284;1204425;1204577;1204684;1205522;1205705;1206201;1206726	-;-;-;-;-;-;-;-;-;-	1593	2503	4269	4339	8972	7602	5356
g1550	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1209018;1213348;1213629;1213940;1214282;1214571;1214797;1215300;1215570;1215881;1216322;1216744;1217175;1217636;1218110;1218434;1218959;1219724;1220024	1209206;1213434;1213808;1214032;1214352;1214658;1214976;1215398;1215650;1216004;1216416;1216870;1217278;1217717;1218151;1218555;1218980;1219844;1220147	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2031	936	783	803	614	354	567
g1551	contig_41_pilon	1226538	1226741	+	204	0	0	0	0	0	0
g1552	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1227722;1228119;1228529;1228986	1227757;1228497;1228664;1229025	+;+;+;+	591	3	3	1	22	12	6
g1553	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1230350;1230507;1230576;1230701;1231712;1231712;1232048;1232048;1232923;1232923	1230360;1230536;1231468;1231561;1231859;1231859;1232551;1232551;1233276;1233276	-;-;-;-;-;-;-;-;-;-	2033	615	1186	849	101	40	164
g1554	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1233300;1233672;1233908;1234188;1237016;1237890	1233405;1233698;1234093;1234552;1237165;1237976	-;-;-;-;-;-	921	189	166	231	246	130	204
g1555	contig_41_pilon;contig_41_pilon	1237999;1238446	1238388;1238619	-;-	564	132	86	151	220	146	166
g1556	contig_41_pilon;contig_41_pilon;contig_41_pilon	1238687;1242839;1242969	1238887;1242917;1243237	+;+;+	549	4	3	4	17	10	3
g1557	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1243762;1244026;1244257;1244555;1244918;1245310;1245518;1245712;1246041;1246358;1246762;1246912	1243839;1244136;1244340;1244607;1245002;1245405;1245616;1245768;1246190;1246615;1246775;1246996	-;-;-;-;-;-;-;-;-;-;-;-	1170	1281	854	873	1107	513	1141
g1558	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1247275;1247668;1248359;1248592	1247419;1248126;1248439;1248683	+;+;+;+	777	303	363	471	514	316	580
g1559	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1249524;1249524;1249771;1249771;1250294;1250294;1250639;1250882;1251246	1249655;1249655;1250019;1250019;1250516;1250560;1250752;1251150;1251440	-;-;-;-;-;-;-;-;-	1226	664	640	692	306	153	567
g1560	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1251524;1251664;1252088;1252449;1252613;1252910;1253258	1251580;1251729;1252144;1252493;1252669;1253023;1253269	+;+;+;+;+;+;+	408	107	101	102	43	22	55
g1561	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1253303;1253303;1253479;1253479;1253773;1253773;1254040;1254040;1254314;1254314;1254556;1254556;1254874;1254874;1255079;1255079;1255286;1255370;1255586;1255586;1255756;1255756;1256183;1256183;1256540;1256540;1257010;1257010	1253326;1253326;1253548;1253548;1253828;1253828;1254089;1254089;1254356;1254356;1254654;1254654;1254951;1254951;1255168;1255168;1255327;1255417;1255660;1255660;1255863;1255863;1256288;1256288;1256616;1256616;1257066;1257066	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1023	586	537	502	150	74	308
g1562	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1257774;1259198;1260566;1260941;1261428	1259072;1260346;1260634;1261282;1261475	-;-;-;-;-	2907	74	519	444	140	100	172
g1563	contig_41_pilon	1261660	1261935	+	276	0	0	0	0	1	15
g1564	contig_41_pilon;contig_41_pilon	1266275;1266934	1266625;1267284	+;+	702	0	0	0	0	0	0
g1565	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1270913;1271350;1271574;1272138	1271314;1271518;1271723;1272388	-;-;-;-	972	0	0	2	1	0	0
g1566	contig_41_pilon;contig_41_pilon	1281050;1281207	1281082;1281509	-;-	336	0	96	86	251	80	167
g1567	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1283946;1284260;1284656;1285103;1285448;1285872;1286220;1286656;1287060;1287709	1284026;1284488;1284856;1285206;1285510;1285976;1286293;1286791;1287170;1288137	-;-;-;-;-;-;-;-;-;-	1533	1240	1356	1787	1410	1164	2224
g1568	contig_41_pilon	1288252	1288587	+	336	2	0	16	11	13	7
g1569	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1293349;1294100;1294336;1294531;1295793;1296356;1296697;1297160;1297471;1297718;1298529;1299829;1300249;1300685;1301089;1301738;1302233;1304781;1304988	1293968;1294217;1294403;1294638;1296126;1296446;1296894;1297357;1297497;1298169;1299473;1299933;1300322;1300820;1301199;1302177;1302536;1304906;1305284	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4752	1570	1830	1771	1673	813	2073
g1570	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1305388;1305584;1305922;1306161;1306434;1306938;1307716;1308592;1308906;1309001;1309062;1309274;1309397	1305529;1305683;1306021;1306241;1306827;1307551;1307749;1308688;1308917;1309026;1309157;1309340;1309436	+;+;+;+;+;+;+;+;+;+;+;+;+	1803	916	1053	1468	2755	2109	1965
g1571	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1327140;1327214;1327653;1327914;1328230;1328478;1328686;1329133	1327166;1327342;1327737;1328089;1328374;1328576;1329002;1329270	+;+;+;+;+;+;+;+	1116	35	19	62	0	0	0
g1572	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1331477;1331806;1332069;1332346;1332743;1332991;1333341;1333482;1333855;1334110;1334279	1331669;1331870;1332137;1332549;1332805;1333185;1333373;1333692;1333943;1334149;1334559	-;-;-;-;-;-;-;-;-;-;-	1443	940	1141	1032	786	467	1116
g1573	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1334674;1335638;1336017;1336515;1336832;1337292;1337596;1337946;1338314;1339044;1340165;1340449	1335102;1335748;1336152;1336588;1336936;1337402;1337699;1338146;1338542;1339120;1340302;1340452	+;+;+;+;+;+;+;+;+;+;+;+	1719	4305	3550	4292	2603	1389	3234
g1574	contig_41_pilon;contig_41_pilon	1341751;1343621	1342017;1343752	+;+	399	278	189	163	346	134	746
g1575	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1345697;1345927;1346095;1346678;1347241;1347461;1347799;1347958	1345762;1346053;1346526;1347048;1347321;1347620;1347898;1348099	-;-;-;-;-;-;-;-	1479	3366	3441	3159	4971	5764	3252
g1576	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1348203;1348203;1348558;1348586	1348498;1348498;1348765;1348613	+;+;+;+	504	115	82	129	181	234	101
g1577	contig_41_pilon	1349961	1350344	+	384	2	1	2	0	0	0
g1578	contig_41_pilon	1352234	1352656	-	423	27	55	58	36	8	38
g1579	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1354074;1354576;1355702;1356429;1358778;1359269;1359741;1359996;1360689	1354406;1355139;1356106;1356777;1358833;1359715;1359883;1360389;1360697	-;-;-;-;-;-;-;-;-	2700	2257	1260	1969	1094	949	722
g1580	contig_41_pilon;contig_41_pilon;contig_41_pilon	1360735;1361576;1361879	1360762;1361803;1361940	-;-;-	318	15	10	12	8	1	26
g1581	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1366229;1366229;1366835;1366835;1367005;1367378;1367378	1366617;1366617;1366950;1366960;1367132;1367404;1367441	+;+;+;+;+;+;+	707	885	839	880	2548	2048	1389
g1582	contig_41_pilon;contig_41_pilon;contig_41_pilon	1368628;1368972;1372458	1368757;1369378;1372607	-;-;-	687	39	47	38	72	40	48
g1583	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1372947;1373351;1373752;1374156;1374766;1375044;1375350;1375603;1375889;1376200;1376461;1376741;1377217;1377564;1378021;1378284;1378531;1378991;1379555;1379910	1373120;1373490;1373806;1374263;1374864;1375121;1375427;1375755;1375989;1376276;1376534;1376807;1377338;1377824;1378137;1378355;1378581;1379224;1379731;1380044	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2373	1342	1288	1125	547	336	818
g1584	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1387765;1387765;1387765;1394891;1394891;1394891;1395370;1395370;1395370;1395649;1395649;1395649;1396081;1396081;1396081;1396509;1396509;1396509;1396957;1396957;1396957;1398159;1398159;1398159;1399021;1399021;1399021;1399255;1399255;1399255;1399549;1399549;1399549;1400028;1400028;1400028;1400544;1400544;1400544;1401146;1401146;1401146;1401314;1401314;1401314;1401631;1401631;1401631;1401846;1401846;1401846;1402214;1402333;1402333;1402333;1402555;1402697;1402697	1387967;1387967;1387967;1395083;1395083;1395083;1395551;1395551;1395551;1395882;1395882;1395882;1396235;1396235;1396235;1396588;1396588;1396588;1397156;1397156;1397156;1398747;1398747;1398747;1399095;1399095;1399095;1399398;1399398;1399398;1399742;1399742;1399742;1400120;1400120;1400120;1400642;1400642;1400642;1401203;1401203;1401203;1401442;1401442;1401442;1401692;1401692;1401692;1401917;1401917;1401917;1402300;1402435;1402435;1402435;1402647;1402792;1402792	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3141	86	1366	1278	58	87	250
g1585	contig_41_pilon;contig_41_pilon	1403664;1405270	1405163;1406475	-;-	2706	11	138	156	12	0	1
g1586	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1406517;1406781;1406917;1407910;1408050;1408433	1406529;1406855;1406933;1407992;1408272;1408588	-;-;-;-;-;-	567	0	21	15	0	0	0
g1587	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1411409;1411409;1411769;1411769;1412094;1412094;1412593;1412593;1412838;1412838;1413140;1413140;1413733;1413733;1414066;1414066;1414511;1414511;1414753;1414753;1414968;1414968;1415422;1415422;1415776;1415776;1416927;1416927;1417056;1417056;1417491;1417491;1421145;1421145	1411630;1411630;1411864;1411864;1412488;1412479;1412625;1412625;1412964;1412964;1413354;1413354;1413870;1413870;1414187;1414187;1414582;1414582;1414824;1414824;1415111;1415111;1415493;1415493;1415908;1415908;1417029;1417029;1417397;1417397;1417991;1417991;1421210;1421210	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2853	3185	3775	3497	4410	2623	3251
g1588	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1431395;1432792;1433225;1433627;1433668;1434089;1434089;1435092;1435092	1431446;1433075;1433480;1433941;1433941;1434996;1434996;1435517;1435517	+;+;+;+;+;+;+;+;+	2241	99	93	114	71	48	53
g1589	contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon;contig_41_pilon	1435917;1436283;1437399;1437748;1438167;1438456;1438644;1439045;1439548;1440006	1436134;1437192;1437611;1437828;1438295;1438527;1438712;1439350;1439661;1440047	-;-;-;-;-;-;-;-;-;-	2154	637	1984	1879	431	563	821
